id,first_name,last_name,email,state,ip_address,customer_id,survey_date,proto_purchasedate,amountspent,annual_income,gender,satisfaction,satisfaction_oe,selfrun,runtrack,selfcycle,cycletrack,community,portal,setup,oneupdate,agerange
747,Chris,Wilson,cwilsonkq@360.cn,Kentucky,208.176.202.200,10298,12/6/14,1/7/14,$144.84 ,"$25,000-$49,999",M,7,Shoe was comfortable and I think this helped improve my time,4,3,0,0,3,3,8,Price,24-44 years old
748,Paul,Stone,pstonekr@sakura.ne.jp,Oklahoma,167.72.81.213,,11/22/14,2/20/14,$167.93 ,"$50,000-$74,999",M,9,Great tool for runners,3,2,1,0,2,3,8,Comfort,Under 24 years old
749,Christine,Russell,crussellks@boston.com,Virginia,123.226.107.86,10279,11/24/14,10/17/14,$150.64 ,"$25,000-$49,999",F,2,Shoe was bad quality,1,0,0,4,0,2,6,Style,24-44 years old
750,Jack,Simmons,jsimmonskt@alexa.com,District of Columbia,253.154.91.222,,12/9/14,7/18/14,$184.71 ,"$100,000-$124,999",M,8,Shoe was comfortable and I think this helped improve my time,3,2,2,1,2,4,9,Style,Under 24 years old
751,Jennifer,Kennedy,jkennedyku@umn.edu,California,254.149.15.91,,11/29/14,7/26/14,$153.17 ,"$25,000-$49,999",F,7,Setup took me too long but really liked the shoe.,3,3,1,0,1,3,9,Price,24-44 years old
752,Nancy,Medina,nmedinakv@harvard.edu,Ohio,106.63.81.99,,12/9/14,3/18/14,$143.27 ,"$25,000-$49,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,2,1,0,5,9,Style,24-44 years old
753,Paul,Carter,pcarterkw@odnoklassniki.ru,North Carolina,189.168.38.94,10304,11/29/14,5/3/14,$168.68 ,"$100,000-$124,999",M,1,Setup was hard to figure out,4,3,5,0,3,5,2,Style,24-44 years old
754,Wayne,Grant,wgrantkx@chron.com,Virginia,94.179.90.131,,12/6/14,3/8/14,$159.96 ,"$25,000-$49,999",M,6,Shoe was okay,4,4,4,3,3,5,7,Price,24-44 years old
755,Nicholas,Lewis,nlewisky@marketwatch.com,New York,189.233.254.101,,12/3/14,6/4/14,$134.39 ,"$25,000-$49,999",M,9,Great shoe for cyclists and runners,5,5,4,3,2,5,8,Performance,Under 24 years old
756,Jonathan,Willis,jwilliskz@msu.edu,Missouri,223.2322.184,10444,12/1/14,6/29/14,$148.24 ,"$25,000-$49,999",M,2,Couldn't get portal to work,4,3,0,1,0,4,6,Price,24-44 years old
757,Lillian,Knight,lknightl0@weibo.com,Colorado,54.35.76.165,10374,11/30/14,4/15/14,$144.70 ,"$25,000-$49,999",F,0,Not interested in features,2,1,0,1,1,2,0,Price,Under 24 years old
758,Amy,Mcdonald,amcdonaldl1@guardian.co.uk,Pennsylvania,242.113.221.217,10487,12/7/14,4/6/14,$168.35 ,"$100,000-$124,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,3,2,1,0,1,3,8,Style,Under 24 years old
759,Lawrence,Lewis,llewisl2@howstuffworks.com,Maryland,120.170.224.60,,12/8/14,5/21/14,$177.47 ,"$100,000-$124,999",M,8,Wish the setup was easier but loved tracking my running time. ,3,3,0,0,2,2,9,Style,24-44 years old
760,Matthew,Walker,mwalkerl3@imdb.com,Michigan,166.199.189.226,,12/6/14,9/29/14,$137.31 ,"$25,000-$49,999",M,10,Loved tracking my stride and heart rate.,4,3,3,2,3,5,9,Price,Under 24 years old
761,Ruth,Oliver,roliverl4@reuters.com,Oklahoma,32.127.207.230,10048,12/6/14,4/12/14,$185.34 ,"$100,000-$124,999",F,5,Too bulky,2,2,4,3,2,5,4,Comfort,45 years old or older
762,Lawrence,Woods,lwoodsl5@nymag.com,South Carolina,177.123.246.136,10450,11/23/14,7/1/14,$139.87 ,"$25,000-$49,999",M,8,Great tool for runners,2,2,0,0,2,1,9,Price,24-44 years old
763,Jerry,Garrett,jgarrettl6@soundcloud.com,Alabama,1.231.134.46,,11/24/14,6/13/14,$186.10 ,"$50,000-$74,999",M,0,Too me too long to setup,4,3,4,0,1,5,0,Style,24-44 years old
764,Carolyn,Allen,callenl7@opera.com,California,6.43.111.89,10091,12/10/14,8/14/14,$184.31 ,"$50,000-$74,999",F,6,Wish I could track calories burned.,2,1,2,1,5,3,7,Style,24-44 years old
765,Jimmy,Holmes,jholmesl8@deliciousdays.com,Tennessee,132.189.205.132,10145,11/30/14,9/13/14,$181.68 ,"$125,000 or more",M,9,Shoe was stylish and loved tracking running route,4,3,2,1,2,5,9,Performance,24-44 years old
766,Antonio,Burke,aburkel9@xing.com,District of Columbia,96.96.153.93,,11/20/14,2/18/14,$164.60 ,"$75,000-$99,999",M,6,Loved how easy it was to track my route and stride.,2,1,4,3,0,5,7,Comfort,Under 24 years old
767,Beverly,Jones,bjonesla@google.ru,Michigan,165.22.106.128,,11/25/14,2/23/14,$169.24 ,"$100,000-$124,999",F,10,Love it!,4,3,0,0,3,3,8,Comfort,24-44 years old
768,Andrea,Crawford,acrawfordlb@dell.com,Florida,67.58.246.198,10058,11/20/14,3/1/14,$170.79 ,"$100,000-$124,999",F,8,Great shoe for cyclists and runners,2,1,3,2,3,4,9,Style,45 years old or older
769,Jose,Henderson,jhendersonlc@zdnet.com,Missouri,129.164.184.11,10199,11/28/14,3/30/14,"$1,426.00 ","$50,000-$74,999",M,8,Such a great shoe for runners,5,5,4,3,1,5,9,Performance,24-44 years old
770,Jeffrey,Hughes,jhughesld@wufoo.com,Texas,246.130.177.160,,11/24/14,7/6/14,$170.00 ,"$100,000-$124,999",M,10,Helped me improve my time,4,3,5,4,3,5,8,Performance,24-44 years old
771,Lisa,Spencer,lspencerle@mtv.com,North Carolina,80.46.196.51,,12/10/14,1/6/14,$132.01 ,"$25,000-$49,999",F,9,Such a great shoe for runners,4,3,0,0,3,3,8,Performance,Under 24 years old
772,Carlos,Stevens,cstevenslf@sphinn.com,Texas,71.162.66.214,,11/21/14,11/10/14,$135.96 ,"$25,000-$49,999",M,6,Didn't like the style but liked tracking my route.,4,4,1,0,3,4,7,Price,24-44 years old
773,Debra,Burke,dburkelg@liveinternet.ru,Minnesota,79.118.185.189,10351,12/2/14,9/21/14,$173.05 ,"$100,000-$124,999",F,1,Couldn't get portal to work,5,5,5,4,4,5,2,Style,45 years old or older
774,Mary,Sims,msimslh@slate.com,Virginia,253.82.108.49,10497,12/9/14,5/21/14,$167.43 ,"$50,000-$74,999",F,9,Great shoe for cyclists and runners,4,3,1,0,4,4,8,Performance,24-44 years old
775,Frank,Peters,fpetersli@slashdot.org,Pennsylvania,24.218.208.130,,12/10/14,1/20/14,$149.39 ,"$25,000-$49,999",M,6,Loved how easy it was to track my route and stride.,2,1,2,1,2,3,7,Price,24-44 years old
776,Sara,Allen,sallenlj@ebay.com,Kentucky,66.70.147.88,,12/6/14,2/24/14,$136.43 ,"$25,000-$49,999",F,8,Shoe was comfortable and I think this helped improve my time,3,3,2,1,3,4,9,Price,24-44 years old
777,Nancy,Ramirez,nramirezlk@who.int,Minnesota,26.157.10.252,,12/4/14,10/24/14,$148.34 ,"$25,000-$49,999",F,1,Couldn't get product setup,2,1,5,0,2,4,2,Price,Under 24 years old
778,Janice,Black,jblackll@reference.com,New York,23.7.40.143,,11/24/14,4/18/14,$144.02 ,"$25,000-$49,999",F,9,Cute shoe!,3,2,2,1,3,4,8,Price,24-44 years old
779,Shawn,Reynolds,sreynoldslm@chronoengine.com,Texas,209.163.10.67,10113,11/22/14,3/31/14,$173.26 ,"$100,000-$124,999",M,9,Loved using the portal to track my time against others. The community aspect was great.,5,5,1,0,4,5,9,Performance,24-44 years old
780,Henry,Owens,howensln@wikimedia.org,California,202.227.144.247,10514,12/10/14,4/14/14,$168.06 ,"$50,000-$74,999",M,8,Wish the setup was easier but loved tracking my running time. ,5,5,0,0,3,4,9,Performance,24-44 years old
781,Eric,Chapman,echapmanlo@homestead.com,Texas,97.21.81.195,10508,12/5/14,9/22/14,$135.47 ,"$50,000-$74,999",M,10,Great tool for runners,5,5,4,3,2,5,9,Price,Under 24 years old
782,Gregory,Patterson,gpattersonlp@rediff.com,Florida,179.82.230.54,10389,12/10/14,7/2/14,$166.37 ,"$50,000-$74,999",M,6,Shoe felt good on my foot but fell apart quickly.,0,0,4,3,1,3,2,Comfort,Under 24 years old
783,Jose,Collins,jcollinslq@wikispaces.com,Ohio,99.218.241.167,10258,11/30/14,1/21/14,$169.12 ,"$100,000-$124,999",M,8,Such a great shoe for runners,4,3,0,0,5,3,9,Performance,Under 24 years old
784,Alan,Mitchell,amitchelllr@spotify.com,New York,141.192.173.105,,11/30/14,1/31/14,$176.86 ,"$100,000-$124,999",M,9,Such a great shoe for runners,4,4,4,3,3,5,9,Performance,Under 24 years old
785,Fred,Morris,fmorrisls@zimbio.com,Connecticut,98.154.34.173,,11/20/14,9/17/14,$178.98 ,"$100,000-$124,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,1,0,4,3,3,4,9,Comfort,Under 24 years old
786,Helen,Hill,hhilllt@europa.eu,Maryland,202.174.172.237,,12/10/14,8/1/14,$130.41 ,"0-$24,999",F,5,It was okay - didn't love it,5,5,2,1,2,5,6,Price,Under 24 years old
787,Diane,Snyder,dsnyderlu@phpbb.com,Florida,190.8.204.23,10069,12/4/14,1/8/14,$158.82 ,"$50,000-$74,999",F,8,Such a great shoe for runners,2,1,0,0,1,1,9,Style,24-44 years old
788,David,Gonzales,dgonzaleslv@yahoo.com,New Jersey,141.88.211.26,,11/23/14,9/9/14,$166.43 ,"$50,000-$74,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,0,0,4,4,8,Performance,24-44 years old
789,Arthur,Porter,aporterlw@senate.gov,Arizona,133.22.216.167,10336,12/2/14,10/17/14,$140.35 ,"$25,000-$49,999",M,8,Shoe was comfortable and I think this helped improve my time,3,2,3,2,0,5,9,Comfort,Under 24 years old
790,Deborah,Morrison,dmorrisonlx@devhub.com,Georgia,201.147.15.125,10315,12/8/14,4/3/14,$165.37 ,"$75,000-$99,999",F,9,Such a great shoe for runners,4,3,2,1,4,5,9,Performance,45 years old or older
791,Tammy,Anderson,tandersonly@nih.gov,California,83.18.52.112,,12/7/14,10/7/14,$183.84 ,"$50,000-$74,999",F,8,Great shoe for cyclists and runners,5,5,0,0,2,4,8,Performance,24-44 years old
792,Gary,Peterson,gpetersonlz@ask.com,Colorado,49.185.91.195,10032,12/8/14,11/17/14,$170.57 ,"$100,000-$124,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,3,2,3,2,5,5,9,Comfort,24-44 years old
793,Brandon,Hanson,bhansonm0@squarespace.com,Arizona,230.141.133.160,,11/21/14,10/29/14,$149.53 ,"$25,000-$49,999",M,9,Great shoe for cyclists and runners,0,0,4,3,3,3,9,Price,Under 24 years old
794,Henry,Watkins,hwatkinsm1@ted.com,Florida,73.102.214.201,,11/29/14,9/9/14,$150.53 ,"$25,000-$49,999",M,7,Really fun to use,4,3,0,0,3,3,8,Price,45 years old or older
795,Chris,Moreno,cmorenom2@noaa.gov,Alabama,220.196.88.12,10394,12/8/14,8/25/14,$141.27 ,"$25,000-$49,999",M,8,Great tool for runners,4,3,3,2,4,5,8,Price,45 years old or older
796,Charles,Simpson,csimpsonm3@a8.net,Georgia,99.207.176.141,10467,12/3/14,10/14/14,$153.64 ,"$25,000-$49,999",M,6,Heart rate monitor really helped improve my workout.,2,1,2,1,3,3,7,Comfort,24-44 years old
797,Marilyn,Sanders,msandersm4@foxnews.com,Wisconsin,60.169.105.215,,12/6/14,6/10/14,$174.70 ,"$100,000-$124,999",F,8,Easy to use and loved the portal.,4,3,0,0,4,3,9,Performance,Under 24 years old
798,Mary,Sanders,msandersm5@mayoclinic.com,Pennsylvania,202.134.33.172,,12/3/14,5/12/14,$140.41 ,"$25,000-$49,999",F,8,Such a great shoe for runners,4,3,3,2,4,5,8,Performance,Under 24 years old
799,Amanda,Fowler,afowlerm6@dot.gov,California,77.68.30.90,,11/24/14,2/23/14,$180.65 ,"$100,000-$124,999",F,7,Great shoe for cyclists and runners,2,1,5,4,1,5,8,Comfort,Under 24 years old
800,Albert,Spencer,aspencerm7@harvard.edu,New Mexico,232.135.248.194,10503,11/21/14,11/12/14,$176.82 ,"$100,000-$124,999",M,9,Great shoe for cyclists and runners,4,4,4,3,3,5,9,Performance,Under 24 years old
801,Joshua,Rice,jricem8@livejournal.com,Texas,81.244.70.187,,11/25/14,10/15/14,$148.09 ,"$25,000-$49,999",M,9,Loved tracking my stride and heart rate.,3,2,3,2,4,5,9,Comfort,45 years old or older
802,Angela,Larson,alarsonm9@whitehouse.gov,Maryland,246.197.7.154,10104,11/28/14,4/22/14,$171.71 ,"$100,000-$124,999",F,6,Liked tracking my running route and seeing my calorie output. Heart rate monitor didn't work.,2,2,0,0,2,1,7,Style,Under 24 years old
803,Diane,Hughes,dhughesma@desdev.cn,California,90.122.197.80,,12/10/14,3/20/14,$129.81 ,"0-$24,999",F,6,Thought the shoe was alright. Didn't love it.,0,0,4,3,2,3,7,Price,Under 24 years old
804,Benjamin,Smith,bsmithmb@apache.org,South Carolina,14.235.114.153,,11/24/14,10/8/14,$145.56 ,"$25,000-$49,999",M,8,Easy to use and loved the portal.,2,1,0,0,2,1,9,Price,24-44 years old
805,Brian,Murray,bmurraymc@photobucket.com,Iowa,1.49.75.172,10375,11/26/14,10/3/14,$173.81 ,"$100,000-$124,999",M,9,Loved tracking my stride and heart rate.,4,4,4,3,4,5,9,Performance,Under 24 years old
806,Jimmy,Sims,jsimsmd@opera.com,Maryland,149.75.110.8,10107,12/7/14,7/12/14,$136.07 ,"$25,000-$49,999",M,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,4,5,4,4,5,9,Price,45 years old or older
807,Louis,Williamson,lwilliamsonme@mapquest.com,North Carolina,251.69.69.88,10179,12/8/14,2/16/14,$130.17 ,"0-$24,999",M,9,Shoe was stylish and loved tracking running route,3,2,0,0,3,2,8,Style,45 years old or older
808,Roger,Baker,rbakermf@tiny.cc,Indiana,117.114.10.190,10426,12/6/14,1/13/14,$168.72 ,"$100,000-$124,999",M,2,Couldn't get portal to work,4,3,1,4,1,5,6,Performance,Under 24 years old
809,Wanda,Carter,wcartermg@economist.com,Alabama,207.123.251.6,,12/8/14,1/5/14,$130.40 ,"0-$24,999",F,2,Couldn't get portal to work,2,1,0,2,0,2,2,Price,Under 24 years old
810,Earl,Hayes,ehayesmh@networksolutions.com,North Carolina,74.85.235.10,10320,11/30/14,10/8/14,$136.81 ,"$25,000-$49,999",M,2,Cost too much,1,0,0,0,0,1,2,Price,Under 24 years old
811,Anthony,Johnson,ajohnsonmi@xinhuanet.com,North Carolina,72.138.96.50,10204,12/8/14,8/1/14,$179.73 ,"$100,000-$124,999",M,9,Such a big improvement over my other shoe,4,4,0,0,4,3,9,Performance,24-44 years old
812,Steven,Graham,sgrahammj@dailymail.co.uk,Texas,235.137.88.230,,11/24/14,8/22/14,$144.52 ,"$25,000-$49,999",M,3,Not interested in features,3,3,2,4,2,5,1,Price,24-44 years old
813,Debra,Russell,drussellmk@discuz.net,Texas,80.113.52.190,10030,11/26/14,7/16/14,$137.23 ,"$25,000-$49,999",F,9,Loved using the portal to track my time against others. The community aspect was great.,4,3,2,1,3,5,9,Performance,Under 24 years old
814,Marilyn,Bailey,mbaileyml@mtv.com,Ohio,48.109.149.109,,11/29/14,7/31/14,$182.11 ,"$125,000 or more",F,4,Uncomfortable,2,1,5,4,1,5,5,Comfort,24-44 years old
815,Anna,Lynch,alynchmm@archive.org,California,122.99.189.112,10168,12/5/14,8/26/14,$154.15 ,"$25,000-$49,999",F,5,Too bulky,4,3,0,0,3,3,6,Comfort,45 years old or older
816,Theresa,Vasquez,tvasquezmn@webmd.com,New York,188.156.1.89,,11/30/14,7/9/14,$179.04 ,"$100,000-$124,999",F,6,Setup took me too long but really liked the shoe.,2,2,0,0,3,1,8,Style,24-44 years old
817,Sandra,Kennedy,skennedymo@drupal.org,Oklahoma,101.168.188.254,10244,11/23/14,6/28/14,$146.06 ,"$25,000-$49,999",F,9,Great tool for runners,3,2,2,1,4,4,8,Style,Under 24 years old
818,Charles,King,ckingmp@wordpress.org,North Carolina,219.5.223,,12/6/14,9/28/14,$149.62 ,"$25,000-$49,999",M,8,Great shoe for cyclists and runners,3,2,4,3,1,5,10,Comfort,Under 24 years old
819,Theresa,Sullivan,tsullivanmq@hao123.com,Montana,113.164.101.78,,12/5/14,1/10/14,$134.33 ,"$25,000-$49,999",F,8,Great tool for runners,5,5,0,0,2,4,8,Price,Under 24 years old
820,Margaret,Adams,madamsmr@fc2.com,Texas,35.150.218.8,10225,11/22/14,9/24/14,$154.48 ,"$25,000-$49,999",F,0,Didn't like style,0,0,1,0,2,1,0,Style,Under 24 years old
821,Stephanie,Payne,spaynems@biglobe.ne.jp,Iowa,188.38.44.45,,12/4/14,11/3/14,$129.77 ,"$25,000-$49,999",F,8,Comfortable shoe - loved tracking my running route. Easy to use.,4,4,1,0,3,4,2,Price,24-44 years old
822,Christopher,Reed,creedmt@flavors.me,Indiana,206.169.84.144,,12/9/14,1/28/14,$132.11 ,"$25,000-$49,999",M,9,Great tool for runners,4,3,0,0,3,3,8,Price,Under 24 years old
823,Judy,Vasquez,jvasquezmu@ucla.edu,Tennessee,96.137.48.224,,12/2/14,8/12/14,$138.24 ,"$25,000-$49,999",F,9,Loved tracking my stride and heart rate.,4,3,2,1,3,5,10,Performance,Under 24 years old
824,David,Washington,dwashingtonmv@pagesperso-orange.fr,Virginia,3.200.215.74,10328,11/27/14,1/22/14,$181.40 ,"$125,000 or more",M,8,Loved tracking my stride and heart rate.,2,1,5,4,5,5,9,Comfort,Under 24 years old
825,Jeremy,Reed,jreedmw@biglobe.ne.jp,New Mexico,17.230.168.59,10237,11/25/14,4/1/14,$157.21 ,"$50,000-$74,999",M,0,Not interested in features,1,0,1,0,2,1,0,Comfort,45 years old or older
826,Sara,Lopez,slopezmx@behance.net,California,146.24.75.236,,11/23/14,10/11/14,$161.19 ,"$75,000-$99,999",F,6,Thought this helped improve my running time.,4,4,4,3,5,5,7,Performance,24-44 years old
827,Donald,Wright,dwrightmy@i2i.jp,Texas,150.205.223.215,,11/28/14,1/1/14,$182.24 ,"$50,000-$74,999",M,0,Didn't like style,3,2,3,4,1,5,0,Comfort,45 years old or older
828,Steven,James,sjamesmz@skype.com,Pennsylvania,163.214.95.207,10253,12/1/14,7/31/14,$167.67 ,"$50,000-$74,999",M,9,Shoe was comfortable and I think this helped improve my time,4,3,1,0,4,4,8,Performance,24-44 years old
829,Jimmy,Rogers,jrogersn0@netvibes.com,Oklahoma,27.184.71.21,10284,11/26/14,2/14/14,$167.51 ,"$50,000-$74,999",M,10,Loved tracking my stride and heart rate.,4,3,0,0,1,3,9,Performance,24-44 years old
830,Roger,Romero,rromeron1@wunderground.com,Indiana,245.61.194.116,10287,11/20/14,1/14/14,$160.57 ,"$75,000-$99,999",M,8,Wish the setup was easier but loved tracking my running time. ,3,3,0,0,3,2,9,Comfort,Under 24 years old
831,Marilyn,Nelson,mnelsonn2@telegraph.co.uk,Texas,176.134.33.51,,11/26/14,11/13/14,$145.09 ,"$25,000-$49,999",F,10,Loved using the portal to track my time against others. The community aspect was great.,5,4,1,0,2,5,9,Performance,Under 24 years old
832,George,Gordon,ggordonn3@g.co,Nebraska,144.73.102.48,,11/26/14,5/5/14,$139.31 ,"$25,000-$49,999",M,7,Shoe was okay - really liked the portal,4,4,0,0,4,3,8,Price,24-44 years old
833,Kelly,Scott,kscottn4@ucoz.com,Texas,20.175.100.134,,11/24/14,2/6/14,$174.79 ,"$100,000-$124,999",F,10,Comfortable shoe - loved tracking my running route. Easy to use.,2,2,4,3,4,5,9,Comfort,45 years old or older
834,Robert,Ward,rwardn5@mlb.com,Nebraska,216.168.119.214,10362,12/10/14,6/18/14,$167.56 ,"$50,000-$74,999",M,0,Setup was hard to figure out,2,1,2,0,4,2,0,Comfort,45 years old or older
835,Justin,Price,jpricen6@forbes.com,Pennsylvania,76.255.143.68,,12/9/14,2/2/14,$141.61 ,"$25,000-$49,999",M,8,The portal was the best part,4,3,3,2,3,5,9,Price,Under 24 years old
836,Eugene,Dean,edeann7@simplemachines.org,New York,119.84.11.177,,12/6/14,11/12/14,$179.79 ,"$100,000-$124,999",M,9,Shoe was comfortable and I think this helped improve my time,5,4,1,0,2,5,9,Performance,24-44 years old
837,Roger,Kim,rkimn8@washington.edu,Oregon,95.90.26.6,,12/7/14,7/23/14,$162.73 ,"$75,000-$99,999",M,9,Comfortable shoe - loved tracking my running route. Easy to use.,5,4,4,3,1,5,9,Performance,45 years old or older
838,Marilyn,Roberts,mrobertsn9@moonfruit.com,New Jersey,21.18.134.43,,11/27/14,6/25/14,$150.82 ,"$25,000-$49,999",F,7,Loved how easy it was to track my route and stride.,3,3,0,0,2,2,8,Price,24-44 years old
839,Angela,Hunter,ahunterna@vkontakte.ru,Washington,108.216.116.162,,11/30/14,4/10/14,$176.21 ,"$100,000-$124,999",F,8,Such a great shoe for runners,3,3,0,0,3,2,9,Style,24-44 years old
840,Eugene,Jacobs,ejacobsnb@qq.com,Virginia,25.77.147.205,10205,12/9/14,5/22/14,$141.67 ,"$25,000-$49,999",M,8,Tracking against other people was fun,4,3,3,2,3,5,9,Price,Under 24 years old
841,Anne,Long,alongnc@eepurl.com,New York,167.107.162.226,10229,11/30/14,7/25/14,$144.87 ,"$25,000-$49,999",F,9,Very stylish,5,4,1,0,3,5,7,Performance,Under 24 years old
842,Maria,Wells,mwellsnd@tinyurl.com,New York,100.180.39.48,10230,11/26/14,2/3/14,$136.19 ,"$25,000-$49,999",F,6,"Wish the shoe was lighter. However, I really liked tracking my stride and route.",5,5,1,0,3,5,7,Price,Under 24 years old
843,Sharon,Murray,smurrayne@imgur.com,Minnesota,19.156.9.97,,12/7/14,7/16/14,$149.48 ,"$25,000-$49,999",F,9,Comfortable shoe - loved tracking my running route. Easy to use.,2,1,2,1,2,3,8,Performance,Under 24 years old
844,Eric,Hudson,ehudsonnf@csmonitor.com,Oklahoma,4.112.191.253,,11/26/14,2/28/14,$170.67 ,"$100,000-$124,999",M,8,Easy to use and loved the portal.,3,2,3,2,4,5,9,Comfort,24-44 years old
845,Sara,Harper,sharperng@ftc.gov,California,5.92.23.182,10416,11/27/14,3/23/14,$153.34 ,"$25,000-$49,999",F,7,Heart rate monitor really helped improve my workout.,4,4,1,0,0,4,8,Performance,Under 24 years old
846,Joan,Baker,jbakernh@epa.gov,New York,30.194.19.186,,12/1/14,4/7/14,$177.64 ,"$100,000-$124,999",F,8,Cute shoe!,1,1,0,0,1,1,9,Style,24-44 years old
847,Ronald,Garrett,rgarrettni@senate.gov,California,27.85.176.181,,11/23/14,9/14/14,$151.08 ,"$25,000-$49,999",M,8,Great tool for runners,3,3,4,3,0,5,9,Comfort,Under 24 years old
848,Julie,Powell,jpowellnj@umn.edu,Michigan,163.73.137.160,,12/4/14,2/22/14,$162.28 ,"$75,000-$99,999",F,9,Fantastic shoe! Helped me improve my running time and track my runs.,5,4,4,3,5,5,9,Performance,45 years old or older
849,Frank,Franklin,ffranklinnk@spiegel.de,New Mexico,169.224.4.143,10022,12/10/14,6/25/14,$152.28 ,"$25,000-$49,999",M,10,Great shoe for cyclists and runners,4,3,4,3,3,5,9,Price,Under 24 years old
850,Marilyn,Murray,mmurraynl@statcounter.com,Alaska,196.64.211.134,,11/28/14,4/2/14,$150.60 ,"$25,000-$49,999",F,3,Shoe wasn't comfortable,4,3,2,4,2,5,2,Price,24-44 years old
851,Adam,George,ageorgenm@cornell.edu,Florida,243.177.236.145,10428,11/28/14,3/19/14,$143.82 ,"$25,000-$49,999",M,10,Comfortable shoe - loved tracking my running route. Easy to use.,5,4,1,0,4,5,10,Performance,Under 24 years old
852,Jack,Willis,jwillisnn@flickr.com,Oklahoma,75.233.204.88,10056,11/29/14,5/1/14,$131.65 ,"$25,000-$49,999",M,10,Shoe was stylish and loved tracking running route,4,3,1,0,1,4,9,Style,24-44 years old
853,Alan,Sanchez,asanchezno@google.com.hk,Virginia,221.92.209.112,10491,11/27/14,7/3/14,$135.61 ,"$25,000-$49,999",M,7,Liked the shoe - wish it was lighter,5,4,0,0,4,4,8,Performance,Under 24 years old
854,Melissa,Montgomery,mmontgomerynp@amazonaws.com,New York,7.129.66.32,,11/24/14,6/2/14,$183.68 ,"$50,000-$74,999",F,8,Fantastic shoe! Helped me improve my running time and track my runs.,4,3,0,0,3,3,9,Performance,24-44 years old
855,Mildred,Knight,mknightnq@engadget.com,Oklahoma,93.142.129.22,10460,12/7/14,6/7/14,$149.49 ,"$25,000-$49,999",F,9,Cute shoe!,1,0,1,0,3,1,8,Price,Under 24 years old
856,Jason,Banks,jbanksnr@webmd.com,California,105.10.191.175,10189,11/28/14,3/28/14,$165.52 ,"$75,000-$99,999",M,8,Such a great shoe for runners,3,2,3,2,2,5,9,Comfort,Under 24 years old
857,Benjamin,Jones,bjonesns@google.de,Illinois,85.104.15.83,10417,12/6/14,3/6/14,$135.45 ,"$50,000-$74,999",M,8,Such a great shoe for runners,5,5,0,0,2,4,8,Price,Under 24 years old
858,Scott,Diaz,sdiaznt@auda.org.au,Oregon,12.29.41.230,,12/10/14,3/5/14,$183.15 ,"$50,000-$74,999",M,10,Loved using the portal to track my time against others. The community aspect was great.,4,3,1,0,5,4,7,Performance,24-44 years old
859,Eugene,Owens,eowensnu@fotki.com,Missouri,141.148.91.199,10310,12/4/14,10/16/14,$161.55 ,"$75,000-$99,999",M,10,Shoe was comfortable and I think this helped improve my time,5,5,3,2,4,5,9,Performance,45 years old or older
860,Jesse,Schmidt,jschmidtnv@geocities.com,Ohio,1.167.130.42,10488,11/30/14,4/7/14,$173.12 ,"$100,000-$124,999",M,9,Easy to use and loved the portal.,5,4,1,0,2,5,8,Performance,24-44 years old
861,Michael,Alvarez,malvareznw@dropbox.com,Florida,190.79.127.65,,11/26/14,2/25/14,$152.83 ,"$25,000-$49,999",M,8,Such a great shoe for runners,5,5,0,0,3,4,9,Performance,Under 24 years old
862,Philip,Jacobs,pjacobsnx@fda.gov,Nebraska,13.170.168.227,,12/5/14,5/13/14,$143.49 ,"$25,000-$49,999",M,7,Shoe was comfortable and I think this helped improve my time,3,3,0,0,5,2,8,Price,24-44 years old
863,Joshua,Rose,jroseny@indiegogo.com,Ohio,141.223.176.83,,11/21/14,3/8/14,$178.06 ,"$100,000-$124,999",M,7,Liked the shoe,2,1,5,4,0,5,8,Comfort,45 years old or older
864,Phillip,Shaw,pshawnz@godaddy.com,District of Columbia,32.176.39.149,10344,11/23/14,10/20/14,$188.46 ,"$125,000 or more",M,4,Low quality,5,5,2,1,2,5,5,Performance,Under 24 years old
865,Ruth,Bell,rbello0@digg.com,New York,30.177.102.50,10312,11/20/14,2/13/14,$176.85 ,"$100,000-$124,999",F,9,Loved tracking my stride and heart rate.,4,4,4,3,3,5,9,Performance,Under 24 years old
866,Julie,Brown,jbrowno1@google.com.au,Iowa,199.159.20.225,,11/22/14,9/17/14,$185.64 ,"$50,000-$74,999",F,10,Great shoe for cyclists and runners,4,3,1,0,4,4,9,Performance,45 years old or older
867,Gerald,Pierce,gpierceo2@paginegialle.it,New York,147.96.224.3,,12/6/14,9/27/14,$155.10 ,"$25,000-$49,999",M,9,Fantastic shoe! Helped me improve my running time and track my runs.,3,3,2,1,5,4,9,Comfort,45 years old or older
868,David,Hamilton,dhamiltono3@instagram.com,Florida,75.134.59.129,10404,11/29/14,3/22/14,$142.65 ,"$25,000-$49,999",M,5,Didn't have a good experience with customer service,0,0,0,0,3,0,6,Price,Under 24 years old
